;;TSBX;TSBX;O;DBOT ATS, LLC;DBOT;WILMINGTON;WWW.DBOTTRADING.COM;Mrz 18;ACTIVE;Mrz 13;ATS FOR UNLISTED OTC EQUITIES.
;;TSEF;TSEF;O;TRADITION SEF;;NEW YORK;WWW.TRADITIONSEF.COM;Jul 14;ACTIVE;Jul 14;MULTI-ASSET CLASS SWAP EXECUTION FACILITY (SEF)
;;TWSF;TRWB;S;TW SEF LLC;TWSEF;NEW YORK;WWW.TRADEWEB.COM;Jul 14;ACTIVE;Jul 14;ELECTRONIC PLATFORM FOR TRADING IN SWAPS AND DERIVATIVES
;;UBEC;UBEC;O;UNIVERSAL BARTER EXCHANGE CREDIT UNION;UBECU;ATLANTA;HTTP://AIROBOTCRYPTOBANK.COM;Mai 21;ACTIVE;Mai 21;
;;UBSA;UBSA;O;UBS ATS;UBS ATS;NEW YORK;WWW.UBS.COM/ATS;Mai 16;ACTIVE;Feb 12;REGISTERED ALTERNATIVE TRADING SYSTEM FOR CROSSING ORDERS IN US EQUITIES
;;UBSP;UBSA;S;UBS PIN (UBS PRICE IMPROVEMENT NETWORK);;NEW YORK;WWW.UBS.COM/ATS;Mai 16;ACTIVE;Mrz 12;UBS PRICE IMPROVEMENT NETWORK IN THE US (EQUITIES).
;;UBSS;UBSS;O;UBS SECURITIES LLC;;NEW YORK;WWW.UBS.COM;Feb 18;ACTIVE;Feb 18;ELECTRONIC TRADING PLATFORM FOR EQUITIES.
;;VABD;IFUS;S;ICE BONDPOINT;;NEW YORK;WWW.THEICE.COM;Jun 20;ACTIVE;Nov 17;ICE BONDPOINT ATS IS OPERATED BY ICE BONDS SECURITIES CORPORATION.
;;VALX;VUSA;S;VIRTU CLIENT MARKET MAKING;VCMM;NEW YORK;WWW.VIRTU.COM;Dez 18;ACTIVE;Dez 18;VIRTU CLIENT MARKET MAKING IS A WHOLESALE MARKET MAKER AND BLOCK POSITIONER IN OTC AND NMS US EQUITIES.
;;VCRS;VUSA;S;VIRTU MATCHIT - CONDITIONAL ROOM;KCGM;NEW YORK;WWW.VIRTU.COM;Nov 18;ACTIVE;Nov 18;
;;VERT;VERT;O;VERTICAL;VERT;NEW YORK;WWW.VERTGRP.COM;Mai 17;ACTIVE;Mai 17;MARKET MAKERS OF NASDAQ AND PINK SHEET SECURITIES.
;;VFCM;VFCM;O;VIRTU FINANCIAL CAPITAL MARKETS LLC;VFCM;NEW YORK;WWW.VIRTU.COM;Apr 16;ACTIVE;Apr 16;ELECTRONIC TRADING PLATFORM FOR US EQUITIES.
;;VFMI;VUSA;S;VIRTU MATCHIT - MAIN CROSSING SESSION;KCGM;NEW YORK;WWW.VIRTU.COM;Nov 18;ACTIVE;Nov 18;ALTERNATIVE TRADING SYSTEM FOR US EQUITIES EXECUTING VIRTU'S WHOLESALE, INSTITUTIONAL, CLIENT AND PROP FLOW.
;;VIRT;VIRT;O;VIRTU FINANCIAL BD;VEQ;NEW YORK;WWW.VIRTU.COM;Mrz 17;ACTIVE;Mrz 17;CHX REGISTERED BROKER-DEALER.
;;VNDM;WSAG;S;WALL STREET ACCESS NYC - VNDM;VNDM;NEW YORK;WWW.WSACCESS.COM;Jul 20;ACTIVE;Jul 20;BROKER DEALER SPECIALIZING IN INSTITUTIONAL EXECUTION AND MARKET-MAKING IN US EQUITIES, FIXED INCOME AND OPTIONS.
;;VTEX;BNYC;S;VORTEX;;NEW YORK;WWW.BNYCONVERGEX.COM;Mrz 09;ACTIVE;Mrz 09;DARK LIQUIDITY POOL
;;VUSA;VUSA;O;VIRTU AMERICAS LLC;VAL;NEW YORK;WWW.VIRTU.COM;Nov 18;ACTIVE;Nov 18;BROKER DEALER OPERATING OTC AND ON EXCHANGE MARKET MAKING BUSINESSES AND EXECUTION SERVICES DIVISION IN US EQUITIES.
;;WABR;WSAG;S;WALL STREET ACCESS NYC;WABR;NEW YORK;WWW.WSACCESS.COM;Jul 20;ACTIVE;Jul 20;BROKER DEALER SPECIALIZING IN INSTITUTIONAL EXECUTION AND MARKET-MAKING IN US EQUITIES, FIXED INCOME AND OPTIONS.
;;WELS;WELS;O;WELLS FARGO SECURITIES, LLC - CASH EQUITIES;WFS;CHARLOTTE;WWW.WELLSFARGO.COM/COM/SECURITIES/MARKETS/;Aug 18;ACTIVE;Aug 18;MARKET FOR CASH EQUITIES TRADING.
;;WSAG;WSAG;O;WALL STREET ACCESS;WSAG;NEW YORK;WWW.WSACCESS.COM;Feb 15;ACTIVE;Feb 15;ELECTRONIC TRADING PLATFORM FOR US EQUITIES.
;;XADF;FINR;S;FINRA ALTERNATIVE DISPLAY FACILITY (ADF);;WASHINGTON/NEW YORK;WWW.FINRA.ORG;Apr 13;ACTIVE;Jan 13;THE ALTERNATIVE DISPLAY FACILITY (ADF) IS AN SRO DISPLAY ONLY FACILITY THAT IS OPERATED BY FINRA.
;;XAQS;XAQS;O;AUTOMATED EQUITY FINANCE MARKETS;AQS;NEW YORK;WWW.QUADRISERV.COM;Okt 08;ACTIVE;Okt 08;ATS FOR STOCK LENDING AND BORROWING
;;XASE;XNYS;S;NYSE MKT LLC;AMEX;NEW YORK;WWW.NYSE.COM;Jun 12;ACTIVE;Mai 09;NYSE ALTERNEXT HAS CHANGED THEIR NAME TO NYSE AMEX EQUITIES
;;XBOS;XNAS;S;NASDAQ OMX BX;BSE;NEW YORK;WWW.NASDAQOMXTRADER.COM;Apr 12;ACTIVE;Apr 12;NASDAQ OMX HAS ACQUIRED THE BOSTON STOCK EXCHANGE (BSE).
;;XBOX;XBOX;O;BOX OPTIONS EXCHANGE;BOX;BOSTON;WWW.BOXOPTIONS.COM;Dez 17;ACTIVE;Jun 05;
;;XBRT;XNAS;S;BRUT ECN;BRUT;NEW YORK;WWW.NASDAQTRADER.COM;Jun 05;ACTIVE;Jun 05;
;;XBXO;XNAS;S;NASDAQ OMX BX OPTIONS;;NEW YORK;WWW.NASDAQOMXTRADER.COM;Apr 12;ACTIVE;Apr 12;ELECTRONIC MARKET FOR TRADING US LISTED DERIVATIVES.
;;XCBF;XCBO;S;CBOE FUTURES EXCHANGE;CFE;CHICAGO;WWW.CFE.CBOE.COM;Jul 08;ACTIVE;Jul 08;FOR FUTURES
;;XCBO;XCBO;O;CBOE GLOBAL MARKETS INC.;CBOE;CHICAGO;HTTP://MARKETS.CBOE.COM/;Sep 20;ACTIVE;Jul 08;USED FOR CBOE OPTIONS EXCHANGE (C1).
;;XCBT;XCBT;O;CHICAGO BOARD OF TRADE;CBOT;CHICAGO;WWW.CBOT.COM;Jun 05;ACTIVE;Jun 05;
;;XCEC;XNYM;S;COMMODITIES EXCHANGE CENTER;COMEX;NEW YORK;WWW.NYMEX.COM;Jun 05;ACTIVE;Jun 05;
;;XCFF;XCFF;O;CANTOR FINANCIAL FUTURES EXCHANGE;CANTOR;NEW YORK;WWW.CANTOR.COM;Jun 05;ACTIVE;Jun 05;
;;XCHI;XNYS;S;NYSE CHICAGO, INC.;CHX;CHICAGO;WWW.NYSE.COM;Feb 19;ACTIVE;Jun 05;
;;XCIS;XNYS;S;NYSE NATIONAL, INC.;NSX;NEW YORK;WWW.NYSE.COM;Feb 19;ACTIVE;Jun 05;
;;XCME;XCME;O;CHICAGO MERCANTILE EXCHANGE;CME;CHICAGO;WWW.CME.COM;Jun 05;ACTIVE;Jun 05;
;;XCUR;XCUR;O;CURRENEX;;NEW YORK;WWW.CURRENEX.COM;Feb 09;ACTIVE;Feb 09;
;;XELX;XELX;O;ELX;;NEW YORK;WWW.ELXFUTURES.COM;Jun 09;ACTIVE;Jun 09;
;;XFCI;FICO;S;FINANCIALCONTENT - INDEXES;;SAN CARLOS;WWW.FINANCIALCONTENT.COM;Jun 18;ACTIVE;Feb 09;ELECTRONIC PLATFORM FOR INDEX CALCULATION.
;;XFDA;FICO;S;FINANCIALCONTENT - DIGITAL ASSET TRADE REPORTING FACILITY;;SAN CARLOS;WWW.FINANCIALCONTENT.COM;Jun 18;ACTIVE;Jun 18;
;;XGMX;XGMX;O;GLOBALCLEAR MERCANTILE EXCHANGE;GMX;GUAYNABO;WWW.GMEGROUP.US;Aug 14;ACTIVE;Nov 12;ELECTRONIC TRADING PLATFORM FOR COMMODITIES, CFDS, CREDIT, FUTURES, METALS, AND NEW MARKETS.
;;XIMM;XCME;S;INTERNATIONAL MONETARY MARKET;;CHICAGO;WWW.CME.COM;Jun 05;ACTIVE;Jun 05;
;;XINS;XINS;O;INSTINET;;NEW YORK;WWW.INSTINET.COM;Mrz 13;ACTIVE;Mrz 13;
;;XIOM;XCME;S;INDEX AND OPTIONS MARKET;IOM;CHICAGO;WWW.CME.COM;Jun 05;ACTIVE;Jun 05;
;;XISA;XISX;S;INTERNATIONAL SECURITIES EXCHANGE, LLC -  ALTERNATIVE MARKETS;ISE;NEW YORK;WWW.ISE.COM;Jun 08;ACTIVE;Jun 08;PARIMUTUEL, ELETRONIC TRADING PLATFORM FOR DERIVATIVES.
;;XISE;XISX;S;INTERNATIONAL SECURITIES EXCHANGE, LLC - EQUITIES;ISE;NEW YORK;WWW.ISE.COM;Jun 08;ACTIVE;Jun 08;EQUITIES. ELECTRONIC MARKETPLACE.
;;XISX;XISX;O;INTERNATIONAL SECURITIES EXCHANGE, LLC;ISE;NEW YORK;WWW.ISE.COM;Okt 14;ACTIVE;Jun 05;
;;XKBT;XCBT;S;KANSAS CITY BOARD OF TRADE;KCBT;KANSAS CITY;WWW.KCBT.COM;Jan 14;ACTIVE;Jun 05;
;;XMER;XMER;O;MERCHANTS' EXCHANGE;ME;CHICAGO;;Jun 05;ACTIVE;Jun 05;
;;XMGE;XMGE;O;MINNEAPOLIS GRAIN EXCHANGE;MGE;MINNEAPOLIS;WWW.MGEX.COM;Sep 13;ACTIVE;Jun 05;
;;XMIO;MIHI;S;MIAMI INTERNATIONAL SECURITIES EXCHANGE;XMIO;PRINCETON;WWW.MIAXOPTIONS.COM;Feb 16;ACTIVE;Nov 11;MIAX OPTIONS EXCHANGE: ELECTRONIC TRADING FOR DERIVATIVES.
;;XNAS;XNAS;O;NASDAQ - ALL MARKETS;NASDAQ;NEW YORK;WWW.NASDAQ.COM;Jun 05;ACTIVE;Jun 05;
;;XNCM;XNAS;S;NASDAQ CAPITAL MARKET;;NEW YORK;WWW.NASDAQ.COM;Feb 08;ACTIVE;Feb 08;PREVIOUSLY (2005) NAMED NASDAQ SMALLCAP MARKET.NASDAQ CAPITAL MARKET SECURITY SATISFIES ALL APPLICABLE QUALIFICATION REQUIREMENTS FOR NASDAQ SECURITIES IN RULE 4300 OTHER THAN THOSE APPLICABLE TO NASDAQ NATIONAL MARKET SECURITIES.
;;XNDQ;XNAS;S;NASDAQ OPTIONS MARKET;;NEW YORK;WWW.NASDAQ.COM;Mai 07;ACTIVE;Mai 07;
;;XNFI;XNAS;S;NASDAQ FIXED INCOME TRADING;;NEW YORK;WWW.NASDAQ.COM;Nov 18;ACTIVE;Nov 18;
;;XNGS;XNAS;S;NASDAQ/NGS (GLOBAL SELECT MARKET);NGS;NEW YORK;WWW.NASDAQ.COM;Jul 06;ACTIVE;Jul 06;
;;XNIM;XNAS;S;NASDAQ INTERMARKET;;NEW YORK;WWW.NASDAQ.COM;Feb 08;ACTIVE;Feb 08;ELECTRONIC MARKETPLACE COMPRISED OF MULTIPLE BROKER-DEALERS THAT QUOTE AND TRADE SECURITIES LISTED ON NYSE AND AMEX
;;XNLI;XNYS;S;NYSE LIFFE;;NEW YORK;WWW.NYSE.COM;Sep 08;ACTIVE;Sep 08;
;;XNMS;XNAS;S;NASDAQ/NMS (GLOBAL MARKET);;NEW YORK;WWW.NASDAQ.COM;Jun 05;ACTIVE;Jun 05;
;;XNYE;XNYM;S;NEW YORK MERCANTILE EXCHANGE - OTC MARKETS;NYMEX ECM;NEW YORK;WWW.NYMEX.COM;Mai 08;ACTIVE;Mai 08;DIVISION OF THE NEW YORK MERCANTILE EXCHANGE - OTC MARKETS (ECM)
;;XNYL;XNYM;S;NEW YORK MERCANTILE EXCHANGE - ENERGY MARKETS;NYMEX MTF LIMITED;NEW YORK;WWW.NYMEXONLCHCLEARNET.COM;Mai 08;ACTIVE;Mai 08;ELECTRONIC TRADING PLATFORM FOR ENERGY MARKETS
;;XNYM;XNYM;O;NEW YORK MERCANTILE EXCHANGE;NYMEX;NEW YORK;WWW.NYMEX.COM;Jun 05;ACTIVE;Jun 05;
;;XNYS;XNYS;O;NEW YORK STOCK EXCHANGE, INC.;NYSE;NEW YORK;WWW.NYSE.COM;BEFORE JUNE 2005;ACTIVE;BEFORE JUNE 2005;
;;XPBT;XNAS;S;NASDAQ OMX FUTURES EXCHANGE;NFX;PHILADELPHIA;WWW.NASDAQTRADER.COM;Mrz 09;ACTIVE;Mrz 09;NASDAQ ACQUIRED THE PHILADELPHIA STOCK EXCHANGE (PHLX)
;;XPHL;XNAS;S;NASDAQ OMX PHLX;PHLX;PHILADELPHIA;WWW.PHLX.COM;Feb 09;ACTIVE;Feb 09;NASDAQ ACQUIRED THE PHILADELPHIA STOCK EXCHANGE (PHLX)
;;XPHO;XNAS;S;PHILADELPHIA OPTIONS EXCHANGE;;PHILADELPHIA;WWW.PHLX.COM;Jun 05;ACTIVE;Jun 05;
;;XPOR;XNAS;S;PORTAL;;WASHINGTON;WWW.NASDAQPORTALMARKET.COM;Okt 07;ACTIVE;Okt 07;
;;XPSX;XNAS;S;NASDAQ OMX PSX;PSX;NEW YORK;WWW.NASDAQTRADER.COM;Mrz 13;ACTIVE;Mrz 13;US EQUITIES EXCHANGE
;;XPUS;XPUS;O;XP INVESTMENTS US, LLC;;NEW YORK;WWW.XPI.US;Nov 19;ACTIVE;Mai 19;
;;XSEF;XSEF;O;SWAPEX, LLC;SWAPEX;NEW YORK;WWW.SWAPEX.COM;Jul 14;ACTIVE;Mrz 12;SWAP EXECUTION FACILITY.
;;XSTM;NFSC;S;FIDELITY CROSSSTREAM ATS;;BOSTON;WWW.CAPITALMARKETS.FIDELITY.COM;Nov 14;ACTIVE;Sep 14;REGISTERED ATS FOR TRADING US EQUITIES
;;XTRD;XTRD;O;XTRD;XTRD;NEW YORK;HTTPS://XTRD.IO;Nov 18;ACTIVE;Nov 18;ORDERS ROUTING SYSTEM FOR CRYPTOCURRENCIES EXCHANGES.
;;XTXD;XTXD;O;XTX DIRECT;;NEW YORK;WWW.XTXMARKETS.COM;Nov 20;ACTIVE;Nov 20;
;;YKNA;YKNA;O;COMHAR CAPITAL MARKETS, LLC - US EQUITIES;;CHICAGO;;Aug 19;ACTIVE;Aug 19;PROPRIETARY TRADING SYSTEM.
;;ZERO;SCXO;S;ZERO HASH;;CHICAGO;WWW.SEEDCX.COM;Mrz 19;ACTIVE;Mrz 19;CALCULATION AGENT AND SETTLEMENT PLATFORM.
